jobID,title,from,reason,link,company,location,text
7125563,Front End Developer,allJobs,angular is not in your stack,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=7125563,Top-IT Solutions Ltd,תל אביב יפו,Requirements: at least one year of in-depth experience in angular (version 2 and above) at the core level and its various APIs - a year's experience and in-depth understanding of css3 and at least one of the following platforms (sass/less) is required - experience and deep familiarity with rxJs is required - experience working with chrome DevTools is required - Mandatory experience working in an agile environment - Advantage Experience working with Atlassian products (jenkins/bitbucket/confluence) Advantage The position is intended for both women and men.
7182831,Senior  FullStack Engineer,allJobs,Your 2 years experience is lower than 7 years,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=7182831,,,"Requirements: You are passionate about creating simple, intuitive, pixel-perfect web applications, taking the lead on making decisions, and initiating new creative observations; all while helping to take our product to the next level. You've got strong opinions about how to build the best scalable architecture and the experience to back up those opinions. You are excited about developing an innovative product while making an impact as an individual contributor. Requirements: 7+ years of industry experience in a production web environment, with a deep understanding of web standards and modern frameworks. 3+ years of experience with React. Experience in owning modern frontend architecture throughout the full development lifecycle, as well as vast knowledge of related components and building blocks: GraphQL and Rest APITypescriptBuild toolsTesting and deploymentBSc in Computer Science (MSc advantage). The position is intended for both women and men."
7164758,מפתח /ת בכיר /ה (רצ) -  Node.js,allJobs,Your 2 years experience is lower than 3 years,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=7164758,היבט אנושי,"תל אביב יפו 
                                              ,ירושלים,פתח תקווה","Requirements: Education relevant to the field At least 3 years' experience in Node.js development in a backend environment At least 3 years' experience in development with SQL/NoSQL At least 2 years' experience in leading a development team Experience in API's and Microservices development, working with Linux and Kubernetes Working with Oracle DB an advantage Frontend development with React Advantage Getting to know OpenAPI Advantage The job is intended for both women and men."
7145546,Software Team Leader (Cloud Security),allJobs,Your 2 years experience is lower than 6 years,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=7145546,,,"Requirements: Who You Are:● An ambitious HO SW Team Leader.● Fluent with at least one of the programming languages ​​Java, Python, NodeJS, Scala, Go (6+ years).● Knowledgeable with frontend frameworks Reactjs (3+ years) - advantage.● Experienced with Relational/Non-Relational DBs.● Familiar with microservices architecture.● Vast experience in Cloud technology (AWS, Azure, GCP).● Familiar with the DevSecOps culture and CI/CD processes.● Self-learner. ● A great team player with effective collaboration skills across teams. The position is intended for both women and men."
7181447,"SENIOR BACKEND ENGINEER, PAYMENTS",allJobs,undefined,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=7181447,,,"Requirements: We are building our services in Kotlin and knowledge in python is a strong benefit as part of the ecosystem are python-based. We are looking for the ability to develop production-level microservices in Kotlin (Spring Boot, Ktor) from the get-go. Any skills and willingness to touch frontend development with TypeScript and React from time to time is also considered a plus. Our Engineers have wide responsibilities over the whole development lifecycle, so knowledge of tools such as PostgreSQL, Docker, k8s and AWS will become handy as as well as tooling around telemetry, alerting and monitoring to cover the SRE aspect of running services at scale. We are looking for engineers who can solve problems together, think about big problems such as scalability and availability and sometimes go against the current to also challenge the common decision. Understanding Fintech & Payments will help you succeed, but please don't let it get in the way if its a new area for you - were sure youd get a grasp of things quickly once you start! In addition to technical expertise, we value taking ownership beyond the obvious, your motivation to learn new things you don't yet master, ability to make decisions together with your team and willingness to collaborate with different teams worldwide. The position is intended for both women and men."
141962,Frontend Architect בסטארט-אפ צעיר וחדשני,gotFriends,Your 2 years experience is lower than 7 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141962/,,"ת""א והמרכז","Job requirements:
- 7 years of experience in frontend development - experience in two of the following - React/ Redux/ Angular/ Vue - experience in JavaScript and Typescript"
141506,Senior Front-End Developer בחברה ייחודית,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141506/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in Angular2+"
141634,Frontend Developer בחברת מחקר ופיתוח עצמאי מדהימה!,gotFriends,undefined,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141634/,,"ת""א והמרכז","Job requirements:
- Change experience in ReactJS development - experience in TypeScript - experience in CI/CD"
141577,Frontend Engineer בחברה בתחום האלגוריתמים,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141577/,,"ת""א והמרכז","Job requirements:
- 5 years of experience as a Frontend Engineer - experience in Angular2+/React/Vue"
141857,Frontend Engineer בחברת סטארט-אפ מרשימה!,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141857/,,"ת""א והמרכז","Job requirements:
- 4 years of experience in frontend development - 2 years of experience in React"
141848,Frontend Architect בחברת סטארט-אפ מרשימה!,gotFriends,Your 2 years experience is lower than 7 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141848/,,"ת""א והמרכז","Job requirements:
- 2 years of experience as Frontend Architect - 7 years of experience in Frontend development - Experience in React"
141810,Senior Front End Engineer בחברת SaaS מרשימה ומבטיחה!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141810/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in WEB development - 3 years of experience in React. - Experience with frontend infrastructure development - Experience in UI - Experience in Cloud - Experience in CI/CD Pipelines"
141752,Frontend Engineer בחברה בתחום ה-AI,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141752/,,"ת""א והמרכז","Job requirements:
- 4 years of experience as a Frontend Engineer - a year of experience in ReactJS - a technology degree"
141691,Frontend Developer בחברת סטארט-אפ בתחום התקשורת,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141691/,,"ת""א והמרכז","Job requirements:
- 3 years of experience as Frontend Developer - 3 years of experience in Angular +14"
141678,Senior Frontend Engineer בחברת סטארט-אפ מדהימה בתחום מניעת הונאות!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141678-1/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in Frontend/ Fullstack development - experience in Angular6+/ React/ Vue - experience in Microservices - experience from SaaS companies/ start-ups"
141962,Frontend Architect בסטארט-אפ צעיר וחדשני,gotFriends,Your 2 years experience is lower than 7 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141962/,,"ת""א והמרכז","Job requirements:
- 7 years of experience in frontend development - experience in two of the following - React/ Redux/ Angular/ Vue - experience in JavaScript and Typescript"
141506,Senior Front-End Developer בחברה ייחודית,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141506/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in Angular2+"
141634,Frontend Developer בחברת מחקר ופיתוח עצמאי מדהימה!,gotFriends,undefined,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141634/,,"ת""א והמרכז","Job requirements:
- Change experience in ReactJS development - experience in TypeScript - experience in CI/CD"
141577,Frontend Engineer בחברה בתחום האלגוריתמים,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141577/,,"ת""א והמרכז","Job requirements:
- 5 years of experience as a Frontend Engineer - experience in Angular2+/React/Vue"
141857,Frontend Engineer בחברת סטארט-אפ מרשימה!,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141857/,,"ת""א והמרכז","Job requirements:
- 4 years of experience in frontend development - 2 years of experience in React"
141848,Frontend Architect בחברת סטארט-אפ מרשימה!,gotFriends,Your 2 years experience is lower than 7 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141848/,,"ת""א והמרכז","Job requirements:
- 2 years of experience as Frontend Architect - 7 years of experience in Frontend development - Experience in React"
141810,Senior Front End Engineer בחברת SaaS מרשימה ומבטיחה!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141810/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in WEB development - 3 years of experience in React. - Experience with frontend infrastructure development - Experience in UI - Experience in Cloud - Experience in CI/CD Pipelines"
141752,Frontend Engineer בחברה בתחום ה-AI,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141752/,,"ת""א והמרכז","Job requirements:
- 4 years of experience as a Frontend Engineer - a year of experience in ReactJS - a technology degree"
141691,Frontend Developer בחברת סטארט-אפ בתחום התקשורת,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141691/,,"ת""א והמרכז","Job requirements:
- 3 years of experience as Frontend Developer - 3 years of experience in Angular +14"
141678,Senior Frontend Engineer בחברת סטארט-אפ מדהימה בתחום מניעת הונאות!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141678-1/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in Frontend/ Fullstack development - experience in Angular6+/ React/ Vue - experience in Microservices - experience from SaaS companies/ start-ups"
141678,Senior Frontend Engineer בחברת סטארט-אפ מדהימה בתחום מניעת הונאות!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141678/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in Frontend/ Fullstack development - experience in Angular6+/ React/ Vue - experience in Microservices - experience from SaaS companies/ start-ups"
141624,Senior Frontend Engineer בחברה מצליחה,gotFriends,Your 2 years experience is lower than 7 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141624/,,"ת""א והמרכז","Job requirements:
- 7 years of experience as a Frontend Engineer - 3 years of experience in React"
141591,Frontend Engineer בחברת Cyber Security מרשימה!,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141591/,,"ת""א והמרכז","Job requirements:
- 3 years of development experience in React or VueJS"
141585,Frontend בחברת Cyber Security,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141585/,,"ת""א והמרכז","Job requirements:
- 4 years of experience in frontend development - experience in +React\Angular2"
141548,Frontend React בחברת הייטק מצליחה בתחום ה- Fintech!,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141548/,,"ת""א והמרכז","Job requirements:
- 4 years of experience in frontend development - experience in React"
141492,Senior Frontend Developer בחברה ייחודית,gotFriends,Your 2 years experience is lower than 6 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141492/,,"ת""א והמרכז","Job requirements:
- 6 years of experience in client development with Java Script - experience from product companies"
141490,Frontend Developer בחברה מרשימה ומצליחה!,gotFriends,Your 2 years experience is lower than 8 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141490/,,"ת""א והמרכז","Job requirements:
- 8 years of experience in frontend development - experience in React\ Angular\ VueJS"
141465,Senior Frontend Developer בחברה מדהימה!,gotFriends,Your 2 years experience is lower than 7 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141465/,,"ת""א והמרכז","Job requirements:
- 7 years of experience in frontend development - technological degree - experience in React - experience in Typescript"
141466,Senior Frontend Developer בחברת סטארט-אפ גלובאלית יציבה ואמידה!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141466/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in Frontend development - Experience in Angular/ React"
141457,Senior Frontend Engineer בחברה אמריקאית- גלובאלית מדהימה!,gotFriends,Your 2 years experience is lower than 6 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141457/,,"ת""א והמרכז","Job requirements:
- 6 years of experience in frontend development - experience in React & Java development - experience from high-tech/ SaaS companies"
141447,Frontend Developer בחברה מדהימה ומשגשגת!,gotFriends,undefined,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141447/,,"ת""א והמרכז","Job requirements:
- Two years of experience in frontend development - one year of experience in React + TypeScript"
141406,Frontend React בחברת סטראט-אפ בתחום ה-FinTech,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141406/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in React - experience in Git"
141428,Senior Frontend Developer בחברת סטארט-אפ בתחום החינוך,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141428/,,"ת""א והמרכז","Job requirements:
- 5 years of development experience - 2 years of experience in React - 1 year of experience in Nodejs"
141417,Frontend Developer בחברת סטארטאפ מצליחה!,gotFriends,java is not in your stack,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141417/,,"ת""א והמרכז","Job requirements:
- Two years experience in Frontend development - Experience in React - Experience in Java Script"
141396,Senior Frontend Engineer פונקציה יחידה בחברת סטרטאפ מצליחה,gotFriends,Your 2 years experience is lower than 6 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141396/,,"ת""א והמרכז","Job requirements:
6 years of experience in frontend development, development experience in the last year in React. Experience from product companies"
141294,Frontend Developer בחברת סטארט-אפ מדהימה!,gotFriends,angular is not in your stack,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141294/,,"ת""א והמרכז","Job requirements:
- Two years of experience in developing HTML, CSS and JavaScript websites - experience with React/ Vue/ Angular"
141243,RT Embedded Software Engineer בחברת הייטק אמריקאית סופר מצליחה!,gotFriends,c is not in your stack,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141243/,,"ת""א והמרכז","Job requirements:
- Two years experience in RT engineering - experience in C/C++ - experience in Linux"
141264,Web App Developer בחברה משגשגת,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141264/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in frontend development - experience in Angular/React/VUE - technology degree"
141238,Frontend React בחברת Fintech גלובלית ומרשימה!,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141238/,,"ת""א והמרכז","Job requirements:
- 4 years of experience in Frontend\ Fullstack development - 2 years of experience in React - High level command of the English language"
141207,Frontend\ Fullstack Engineer בחברת Startup ב-Stealth mode,gotFriends,Your 2 years experience is lower than 7 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141207/,,"ת""א והמרכז","Job requirements:
- 7 years of experience in Frontend\ Fullstack development - 3 years of experience in React - experience with Cloud"
141191,Frontend Developer בחברת הייטק גלובאלית ומרשימה!,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141191/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in React development - Experience in JavaScript - Experience in #C - English at a high level - Technology degree"
141175,משרת Frontend Developer בחברת סטארט-אפ גלובאלית יציבה ואמידה!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141175/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in Frontend development - Experience in Angular/ React"
141162,Frontend React בחברת Bootstrap ריווחית ומצליחה!,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141162/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in frontend development - experience in React - experience with Cloud"
141128,Senior Frontend Developer בחברת Bootstrap מצליחה ורווחית!,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141128/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in Frontend or Fullstack development - experience in React/Vue"
141135,Software Developer בחברת סטארט-אפ מרשימה,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141135/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in client-side development from product companies"
141107,"Frontend Developer בחברת הייטק פרטית, ותיקה ומשגשגת!",gotFriends,Your 2 years experience is lower than 6 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141107/,,"ת""א והמרכז","Job requirements:
- 6 years of experience in React - experience in Redux - experience in HTML - experience in CSS - technology degree"
141104,UI Developer בחברת Cyber Security מרשימה,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141104/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in frontend development - experience in Angular2+"
141066,Frontend Engineer בחברת סטארט-אפ מדהימה,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141066/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in Frontend development - 1 year of experience in React"
141065,Frontend Developer בחברת סטארט-אפ מרשימה!,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/141065/,,"ת""א והמרכז","Job requirements:
- 3 years development experience - 2 years experience in React"
140900,Frontend Developer בחברת סטארט-אפ מצליחה בתחום Creative Technology!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98-%D7%90%D7%A4-%D7%9E%D7%A6%D7%9C%D7%99%D7%97%D7%94-%D7%91%D7%AA%D7%97%D7%95%D7%9D-creative-technology/,,"ת""א והמרכז","Job requirements:
- 5 years of experience in frontend development - 2 years of experience in React"
140781,Frontend Engineer בחברת מוצר מובילה!,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-engineer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%9E%D7%95%D7%A6%D7%A8-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%94/,,"ת""א והמרכז","Job requirements:
- 5 years of experience as a Frontend Developer - experience in Angular"
140655,Frontend Developer בחברת Fintech מדהימה!,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-1/,,"ת""א והמרכז","Job requirements:
- 4 years of experience in frontend development - 2 years of experience in React - experience in Typescript - English at a high level"
140742,Frontend Developer בחברת סטארט-אפ בתחום הData Security,gotFriends,Your 2 years experience is lower than 5 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-1-1/,,"ת""א והמרכז","Job requirements:
- 5 years of experience as a Frontend Developer - 3 years of experience in React"
140666,Experienced Frontend Developer בחברת סטארט-אפ מצליחה!,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/experienced-frontend-developer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98-%D7%90%D7%A4-%D7%9E%D7%A6%D7%9C%D7%99%D7%97%D7%94/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in frontend development - 2 years of experience in Angular development - Cloud experience - UI experience - Database experience"
140621,Frontend Developer בחברת סטארט-אפ מרשימה!,gotFriends,undefined,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98-%D7%90%D7%A4-%D7%9E%D7%A8%D7%A9%D7%99%D7%9E%D7%94-1/,,"ת""א והמרכז","Job requirements:
- Two years of experience in frontend development - experience in React - experience in Typescript"
140597,Software Developer בחברת סטארטפ בתחום ה AI,gotFriends,angular is not in your stack,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/software-developer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98%D7%A4-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%94-ai/,,"ת""א והמרכז","Job requirements:
- Two years of experience in Angular development - experience in Java"
140479,Frontend Developer בחברת סטארט-אפ ריווחית ומרשימה!,gotFriends,Your 2 years experience is lower than 4 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98-%D7%90%D7%A4-%D7%A8%D7%95%D7%95%D7%97%D7%99%D7%AA-%D7%95%D7%9E%D7%A8%D7%A9%D7%99%D7%9E%D7%94/,,"ת""א והמרכז","Job requirements:
- 4 years of experience in Angular2+/ Vue/ React"
140419,Fullstack React + Python בחברת סטארט-אפ מדהימה בתחום הסייבר הגנתי!,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/fullstack-react-plus-python-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98-%D7%90%D7%A4-%D7%9E%D7%93%D7%94%D7%99%D7%9E%D7%94-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%94%D7%A1%D7%99%D7%99%D7%91%D7%A8-%D7%94%D7%92%D7%A0%D7%AA%D7%99/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in Frontend development - Experience in React"
140395,Frontend Developer בחברת סטארטאפ מרשימה ומתחת לרדאר,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/frontend-developer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98%D7%90%D7%A4-%D7%9E%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%95%D7%9E%D7%AA%D7%97%D7%AA-%D7%9C%D7%A8%D7%93%D7%90%D7%A8/,,"ת""א והמרכז","Job requirements:
- 3 years of experience in Frontend or Full Stack development - some experience in React"
140388,Senior Frontend Engineer בחברת סטארט אפ מצליחה בתחום המכשור הרפואי,gotFriends,Your 2 years experience is lower than 3 years,https://www.gotfriends.co.il/jobslobby/software/frontend-developer/senior-frontend-engineer-%D7%91%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%90%D7%A8%D7%98-%D7%90%D7%A4-%D7%9E%D7%A6%D7%9C%D7%99%D7%97%D7%94-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%94%D7%9E%D7%9B%D7%A9%D7%95%D7%A8-%D7%94%D7%A8%D7%A4%D7%95%D7%90%D7%99/,,"ת""א והמרכז","Job requirements:
3 years of React \ React native experience."
